name,team,league,season,penalties_scored,penalties_taken
Dirk Lottner,Köln,Germany,2000,3,3
Gustavo López,Celta Vigo,Spain,2000,1,1
Carlos Llorens,Osasuna,Spain,2000,0,1
Jari Litmanen,Liverpool,England,2000,1,1
Lilian Laslandes,Bordeaux,France,2000,1,2
Aitor Larrazábal,Athletic Club,Spain,2000,4,4
Frank Lampard,West Ham,England,2000,1,1
Harry Koch,Kaiserslautern,Germany,2000,3,3
Patrick M'Boma,Parma,Italy,2000,0,1
Olivier Monterrubio,Nantes,France,2000,2,2
Cristiano Lucarelli,Lecce,Italy,2000,5,5
Levan Kobiashvili,Freiburg,Germany,2000,5,6
Graham Stuart,Charlton Ath,England,2000,2,2
Robbie Keane,Leeds United,England,2000,1,1
Claus Jensen,Charlton Ath,England,2000,1,1
Robert Jarni,Las Palmas,Spain,2000,1,2
Edgaras Jankauskas,Real Sociedad,Spain,2000,3,3
Muzzy Izzet,Leicester City,England,2000,2,2
Simone Inzaghi,Lazio,Italy,2000,1,2
Filippo Inzaghi,Juventus,Italy,2000,1,2
Iñigo Idiakez,Real Sociedad,Spain,2000,2,2
Vincenzo Iaquinta,Udinese,Italy,2000,1,1
Kily González,Valencia,Spain,2000,0,1
Darren Huckerby,Manchester City,England,2000,1,1
Julio Dely Valdés,Málaga,Spain,2000,1,1
Kevin Horlock,Manchester City,England,2000,1,1
Andreas Herzog,Werder Bremen,Germany,2000,0,1
Heiko Herrlich,Dortmund,Germany,2000,1,1
Thierry Henry,Arsenal,England,2000,1,1
Horst Heldt,Eint Frankfurt,Germany,2000,4,6
Thomas Häßler,1860 Munich,Germany,2000,2,3
Ian Harte,Leeds United,England,2000,2,3
El Hadji Diouf,Lens,France,2000,1,1
Stéphane Guivarc'h,Auxerre,France,2000,4,4
Dario Hübner,Brescia,Italy,2000,6,6
Alessandro Del Piero,Juventus,Italy,2000,2,2
Fernando Hierro,Real Madrid,Spain,2000,3,5
Teddy Bertin,Strasbourg,France,2000,2,4
Valeri Karpin,Celta Vigo,Spain,2000,2,2
Mohamed Kallon,Vicenza,Italy,2000,2,2
Luís Figo,Real Madrid,Spain,2000,1,2
Stefano Fiore,Udinese,Italy,2000,6,6
Jimmy Floyd Hasselbaink,Chelsea,England,2000,4,4
Marcelo Gallardo,Monaco,France,2000,0,2
Salvatore Fresi,Napoli,Italy,2000,1,1
Constantin Gâlcă,Espanyol,Spain,2000,3,4
Alex Fernández,Osasuna,Spain,2000,1,3
Robbie Fowler,Liverpool,England,2000,0,1
Juan Esnáider,Zaragoza,Spain,2000,2,3
Paolo Di Canio,West Ham,England,2000,3,3
Nacho González,Las Palmas,Spain,2000,2,2
Vicente Engonga,Mallorca,Spain,2000,1,1
Edmundo,Napoli,Italy,2000,0,1
Kieron Dyer,Newcastle Utd,England,2000,1,1
Dion Dublin,Aston Villa,England,2000,1,1
Cristiano Doni,Atalanta,Italy,2000,4,4
Youri Djorkaeff,Kaiserslautern,Germany,2000,1,1
Djalminha,La Coruña,Spain,2000,1,1
Alex Dias,Saint-Étienne,France,2000,0,2
Maurizio Ganz,Atalanta,Italy,2000,0,1
Arif Erdem,Real Sociedad,Spain,2000,1,1
Gerardo,Osasuna,Spain,2000,1,1
Stefan Effenberg,Bayern Munich,Germany,2000,1,1
Gheorghe Craioveanu,Villarreal,Spain,2000,1,1
Gary McAllister,Liverpool,England,2000,1,1
Mario Basler,Kaiserslautern,Germany,2000,2,2
Djibril Cissé,Auxerre,France,2000,1,1
Enrico Chiesa,Fiorentina,Italy,2000,3,3
Luis Cembranos,Rayo Vallecano,Spain,2000,2,2
Lee Carsley,Coventry City,England,2000,1,1
Éric Carrière,Nantes,France,2000,1,1
Benito Carbone,Bradford City,England,2000,0,1
Hans-Jörg Butt,Hamburger SV,Germany,2000,3,4
Deon Burton,Derby County,England,2000,1,1
Gérald Baticle,Metz,France,2000,1,2
André Breitenreiter,Unterhaching,Germany,2000,1,1
Cosmin Contra,Alavés,Spain,2000,1,1
Víctor Bonilla,Toulouse,France,2000,2,2
Alen Bokšić,Middlesbrough,England,2000,2,2
Jörg Böhme,Schalke 04,Germany,2000,2,2
Erjon Bogdani,Reggina,Italy,2000,0,1
Laurent Blanc,Inter,Italy,2000,0,1
Robbie Blake,Bradford City,England,2000,3,4
Giovanni Bia,Bologna,Italy,2000,1,1
Vladimir Beschastnykh,Racing Sant,Spain,2000,1,1
Iván Kaviedes,Valladolid,Spain,2000,1,1
Patrik Berger,Liverpool,England,2000,1,1
Hernán Crespo,Lazio,Italy,2000,2,2
Bolo,Rayo Vallecano,Spain,2000,2,3
Francesco Cozza,Reggina,Italy,2000,1,1
Craig Burley,Derby County,England,2000,0,1
David Beckham,Manchester Utd,England,2000,1,1
Craig Bellamy,Coventry City,England,2000,2,2
Sergej Barbarez,Hamburger SV,Germany,2000,0,1
Michael Ballack,Leverkusen,Germany,2000,2,2
Michael Ball,Everton,England,2000,2,3
Krasimir Balakov,Stuttgart,Germany,2000,4,4
Roberto Baggio,Brescia,Italy,2000,3,3
Fernando,Valladolid,Spain,2000,3,4
Arteaga,Espanyol,Spain,2000,1,1
Frédéric Arpinon,Troyes,France,2000,1,1
Gabriel Batistuta,Roma,Italy,2000,1,1
Agustín Aranzábal,Real Sociedad,Spain,2000,1,1
Yannick Baret,Guingamp,France,2000,1,1
Daniel Andersson,Bari,Italy,2000,7,7
Darren Anderton,Tottenham,England,2000,2,3
Pierre-Yves André,Bastia,France,2000,2,3
Adaílton,Hellas Verona,Italy,2000,1,2
Aílton,Werder Bremen,Germany,2000,4,5
Charles Akonnor,Wolfsburg,Germany,2000,3,3
Mikkel Beck,Lille,France,2000,1,1
José Amavisca,Racing Sant,Spain,2000,3,3
Márcio Amoroso,Parma,Italy,2000,3,3
Nicola Amoruso,Napoli,Italy,2000,2,2
Sonny Anderson,Lyon,France,2000,4,5
Alex Alves,Hertha BSC,Germany,2000,0,1
Markus Münch,M'Gladbach,Germany,2001,3,3
David Unsworth,Everton,England,2001,1,1
Jörg Böhme,Schalke 04,Germany,2001,3,4
Julio Ricardo Cruz,Bologna,Italy,2001,0,2
Fabrizio Ravanelli,Derby County,England,2001,1,3
Oliver Neuville,Leverkusen,Germany,2001,1,1
Roberto Muzzi,Udinese,Italy,2001,5,7
Adrian Mutu,Hellas Verona,Italy,2001,2,2
Kiki Musampa,Málaga,Spain,2001,1,1
Aleksandr Mostovoi,Celta Vigo,Spain,2001,3,3
Frédéric Meyrieu,Metz,France,2001,1,1
Vincenzo Montella,Roma,Italy,2001,3,3
Moisés,Sevilla,Spain,2001,2,2
Vasile Miriuță,Energie Cottbus,Germany,2001,3,3
Savo Milošević,Zaragoza,Spain,2001,2,2
Thomas Meggle,St. Pauli,Germany,2001,3,4
Gary McAllister,Liverpool,England,2001,0,1
Martin Max,1860 Munich,Germany,2001,2,3
Bruno Marioni,Tenerife,Spain,2001,1,1
Tomislav Marić,Wolfsburg,Germany,2001,2,2
Ruud van Nistelrooy,Manchester Utd,England,2001,4,4
Olivier Monterrubio,Rennes,France,2001,4,4
Mariano Toedtli,Sevilla,Spain,2001,2,2
Louis Saha,Fulham,England,2001,1,2
Luca Toni,Brescia,Italy,2001,0,2
Shabani Nonda,Monaco,France,2001,3,3
René Rydlewicz,Hansa Rostock,Germany,2001,3,4
Ronaldinho,Paris S-G,France,2001,3,3
Rivaldo,Barcelona,Spain,2001,0,1
Graham Stuart,Charlton Ath,England,2001,0,1
Raúl Tamudo,Espanyol,Spain,2001,4,6
Michael Tarnat,Bayern Munich,Germany,2001,0,1
Luis Tevenet,Las Palmas,Spain,2001,3,3
Yago Yao,Celta Vigo,Spain,2001,0,1
Xisco,Tenerife,Spain,2001,0,1
Raphaël Wicky,Hamburger SV,Germany,2001,1,1
Davor Vugrinec,Lecce,Italy,2001,0,2
Christian Vieri,Inter,Italy,2001,4,4
Patrick Vieira,Arsenal,England,2001,0,1
Víctor,Villarreal,Spain,2001,4,4
Tony Vairelles,Bastia,France,2001,5,6
Paulo Rink,Nürnberg,Germany,2001,0,2
Ismael Urzaiz,Athletic Club,Spain,2001,1,1
Levan Tskitishvili,Freiburg,Germany,2001,0,1
André Trulsen,St. Pauli,Germany,2001,1,1
Diego Tristán,La Coruña,Spain,2001,2,3
Francesco Totti,Roma,Italy,2001,2,2
Tote,Valladolid,Spain,2001,0,2
João Tomás,Betis,Spain,2001,2,2
Massimo Oddo,Hellas Verona,Italy,2001,3,5
Aílton,Werder Bremen,Germany,2001,2,3
Olivier Quint,Nantes,France,2001,3,4
Sonny Anderson,Lyon,France,2001,2,3
Santiago Aragón,Zaragoza,Spain,2001,0,1
David Arteaga,Rayo Vallecano,Spain,2001,1,1
Mikel Arteta,Paris S-G,France,2001,1,1
Ludovic Asuar,Sedan,France,2001,1,1
Roberto Baggio,Brescia,Italy,2001,3,4
Roberto Acuña,Zaragoza,Spain,2001,1,1
Michael Ballack,Leverkusen,Germany,2001,3,3
Marcus Bent,Ipswich Town,England,2001,0,1
David Beckham,Manchester Utd,England,2001,1,1
Márcio Amoroso,Dortmund,Germany,2001,7,7
Mikkel Beck,Lille,France,2001,1,1
Krasimir Balakov,Stuttgart,Germany,2001,2,3
Christophe Bastien,Metz,France,2001,1,1
Laurent Batlles,Rennes,France,2001,1,1
Cédric Bardon,Guingamp,France,2001,1,2
Cédric Barbosa,Montpellier,France,2001,0,1
Sergej Barbarez,Hamburger SV,Germany,2001,0,1
Rubén Baraja,Valencia,Spain,2001,1,1
Salva Ballesta,Valencia,Spain,2001,0,1
Mario Basler,Kaiserslautern,Germany,2001,0,2
Lamine Sakho,Lens,France,2001,1,1
James Beattie,Southampton,England,2001,2,2
Gabriel Amato,Betis,Spain,2001,2,3
John Aloisi,Osasuna,Spain,2001,1,2
Jörg Albertz,Hamburger SV,Germany,2001,1,1
Dado Pršo,Monaco,France,2001,1,1
David Pizarro,Udinese,Italy,2001,1,1
Claudio Pizarro,Bayern Munich,Germany,2001,1,2
Robert Pirès,Arsenal,England,2001,1,1
Pinga,Torino,Italy,2001,0,1
Kevin Phillips,Sunderland,England,2001,1,3
Martin Petrov,Wolfsburg,Germany,2001,1,2
Oliver Reck,Schalke 04,Germany,2001,1,1
Juninho Pernambucano,Lyon,France,2001,1,1
Roberto Peragón,Rayo Vallecano,Spain,2001,4,5
Pauleta,Bordeaux,France,2001,5,5
Marcelinho Paraíba,Hertha BSC,Germany,2001,2,3
Walter Pandiani,La Coruña,Spain,2001,1,1
Marians Pahars,Southampton,England,2001,2,2
Mickaël Pagis,Sochaux,France,2001,0,1
Juan Pablo Ángel,Aston Villa,England,2001,2,2
Michael Owen,Liverpool,England,2001,1,1
Alfonso Pérez,Marseille,France,2001,0,1
Catanha,Celta Vigo,Spain,2001,2,4
Gastón Casas,Betis,Spain,2001,2,3
Oliver Bierhoff,Monaco,France,2001,1,1
Cuauhtémoc Blanco,Valladolid,Spain,2001,1,1
Adriano,Fiorentina,Italy,2001,0,1
Nicolás Olivera,Sevilla,Spain,2001,4,4
Marcelo Salas,Juventus,Italy,2001,1,2
Alberto Rivera,Marseille,France,2001,1,1
Marcos Sequeiros,Las Palmas,Spain,2001,0,1
Harry Koch,Kaiserslautern,Germany,2001,3,4
Jonathan Greening,Middlesbrough,England,2001,0,1
Jan Koller,Dortmund,Germany,2001,0,1
Jacek Krzynówek,Nürnberg,Germany,2001,3,3
Roy Makaay,La Coruña,Spain,2001,1,1
Albert Luque,Mallorca,Spain,2001,0,1
Enrique de Lucas,Espanyol,Spain,2001,1,1
Cristiano Lucarelli,Torino,Italy,2001,1,1
Claudio López,Lazio,Italy,2001,1,1
Patrice Loko,Troyes,France,2001,0,1
Carlos Llorens,Alavés,Spain,2001,4,4
Fabio Liverani,Perugia,Italy,2001,1,1
Jari Litmanen,Liverpool,England,2001,0,1
Lincoln,Kaiserslautern,Germany,2001,1,1
Arie van Lent,M'Gladbach,Germany,2001,1,2
Frank Leboeuf,Marseille,France,2001,3,3
Christophe Le Roux,Rennes,France,2001,2,2
Lauren,Arsenal,England,2001,1,1
Aitor Larrazábal,Athletic Club,Spain,2001,3,4
Jorge Larena,Las Palmas,Spain,2001,4,4
Timo Lange,Hansa Rostock,Germany,2001,0,1
Darko Kovačević,Real Sociedad,Spain,2001,2,2
Nacho González,Las Palmas,Spain,2001,4,4
Pep Guardiola,Brescia,Italy,2001,1,1
Louis Gomis,Nürnberg,Germany,2001,0,1
El Hadji Diouf,Lens,France,2001,2,2
Thomas Häßler,1860 Munich,Germany,2001,2,2
Rodolfo Cardoso,Hamburger SV,Germany,2001,1,1
Hasan Salihamidžić,Bayern Munich,Germany,2001,2,2
Alejandro Campano,Mallorca,Spain,2001,1,1
Hans-Jörg Butt,Leverkusen,Germany,2001,2,3
Vladimir But,Freiburg,Germany,2001,0,1
Deon Burton,Derby County,England,2001,0,1
Toni Brogno,Sedan,France,2001,1,1
Samuel Boutal,Troyes,France,2001,1,2
Alen Bokšić,Middlesbrough,England,2001,2,2
Luís Boa Morte,Fulham,England,2001,0,1
Andrés Yllana,Brescia,Italy,2001,1,1
Levan Kobiashvili,Freiburg,Germany,2001,3,3
Patrick Kluivert,Barcelona,Spain,2001,3,3
Miroslav Klose,Kaiserslautern,Germany,2001,0,1
Ulf Kirsten,Leverkusen,Germany,2001,1,2
Mohamed Kallon,Inter,Italy,2001,2,2
Edgaras Jankauskas,Real Sociedad,Spain,2001,1,1
Muzzy Izzet,Leicester City,England,2001,2,4
Dario Hübner,Piacenza,Italy,2001,6,7
Dietmar Hirsch,Hansa Rostock,Germany,2001,1,1
Danny Higginbotham,Derby County,England,2001,1,1
Andreas Herzog,Werder Bremen,Germany,2001,1,1
Thierry Henry,Arsenal,England,2001,4,4
Ian Harte,Leeds United,England,2001,1,1
Federico Giunti,Brescia,Italy,2001,1,1
Tomasz Hajto,Schalke 04,Germany,2001,1,1
Igor Demo,M'Gladbach,Germany,2001,2,2
Christian Manfredini,Chievo,Italy,2001,0,1
Demetrius Ferreira,Bastia,France,2001,1,1
Fernando,Valladolid,Spain,2001,4,4
Duncan Ferguson,Everton,England,2001,2,2
Khalilou Fadiga,Auxerre,France,2001,3,4
Ewerthon,Dortmund,Germany,2001,0,1
Samuel Eto'o,Mallorca,Spain,2001,2,2
Vicente Engonga,Mallorca,Spain,2001,2,2
Stefan Effenberg,Bayern Munich,Germany,2001,2,2
Marco Ferrante,Torino,Italy,2001,2,4
Luís Figo,Real Madrid,Spain,2001,4,4
Filippo Maniero,Venezia,Italy,2001,4,4
Zé Maria,Perugia,Italy,2001,2,2
Marcus Stewart,Ipswich Town,England,2001,1,2
Viktor Skrypnyk,Werder Bremen,Germany,2001,4,5
Darío Silva,Málaga,Spain,2001,2,2
Antoine Sibierski,Lens,France,2001,1,1
Andriy Shevchenko,Milan,Italy,2001,3,5
Teddy Sheringham,Tottenham,England,2001,3,3
Denílson,Betis,Spain,2001,1,1
Alan Shearer,Newcastle Utd,England,2001,5,7
Serginho,Milan,Italy,2001,2,3
José Manuel,La Coruña,Spain,2001,0,1
Jimmy Floyd Hasselbaink,Chelsea,England,2001,3,3
David Dunn,Blackburn,England,2001,1,1
Sergio Corino,Rayo Vallecano,Spain,2001,1,1
Sebastian Deisler,Hertha BSC,Germany,2001,2,2
Robbie Fowler,Leeds United,England,2001,0,1
Prince Daye,Bastia,France,2001,0,1
Jean-Claude Darcheville,Lorient,France,2001,3,3
Frédéric Da Rocha,Nantes,France,2001,0,1
Hernán Crespo,Lazio,Italy,2001,2,3
Eugenio Corini,Chievo,Italy,2001,7,8
Gianni Comandini,Atalanta,Italy,2001,1,1
Giuseppe Colucci,Hellas Verona,Italy,2001,0,1
Enrico Chiesa,Fiorentina,Italy,2001,0,1
Julio Dely Valdés,Málaga,Spain,2001,2,2
Djibril Cissé,Auxerre,France,2001,2,2
Javier Chevantón,Lecce,Italy,2001,1,1
Per Frandsen,Bolton,England,2001,0,1
Pierre-Alain Frau,Sochaux,France,2001,3,3
Esteban Fuertes,Tenerife,Spain,2001,2,2
Luis García,Valladolid,Spain,2001,2,2
Bruno Cheyrou,Lille,France,2001,2,2
Ander Garitano,Zaragoza,Spain,2001,0,1
Alessandro Del Piero,Juventus,Italy,2001,4,5
Marco Di Vaio,Parma,Italy,2001,1,3
David Di Michele,Udinese,Italy,2001,2,2
Paolo Di Canio,West Ham,England,2001,4,5
Cristiano Doni,Atalanta,Italy,2001,3,3
Vágner,Celta Vigo,Spain,2002,0,1
Gustavo Varela,Schalke 04,Germany,2002,1,1
Darius Vassell,Aston Villa,England,2002,1,1
Víctor,Villarreal,Spain,2002,1,2
Paolo Vanoli,Bologna,Italy,2002,1,1
David Unsworth,Everton,England,2002,4,4
Christian Vieri,Inter,Italy,2002,2,2
Emilio Viqueira,Recreativo,Spain,2002,0,1
Artur Wichniarek,Arminia,Germany,2002,1,1
David Pizarro,Udinese,Italy,2002,6,7
Xavi,Barcelona,Spain,2002,0,1
Antonio López,Valladolid,Spain,2002,1,1
Ismael Urzaiz,Athletic Club,Spain,2002,2,2
Alan Smith,Leeds United,England,2002,0,1
David Trezeguet,Juventus,Italy,2002,3,3
Francesco Totti,Roma,Italy,2002,2,3
Fernando Torres,Atlético Madrid,Spain,2002,2,4
Héctor Tapia,Lille,France,2002,0,1
Raúl Tamudo,Espanyol,Spain,2002,4,5
Mile Sterjovski,Lille,France,2002,2,3
Zvonimir Soldo,Stuttgart,Germany,2002,0,1
Nolberto Solano,Newcastle Utd,England,2002,1,1
Trevor Sinclair,West Ham,England,2002,1,1
Florent Sinama Pongolle,Le Havre,France,2002,1,1
Dwight Yorke,Blackburn,England,2002,1,1
Diego Tristán,La Coruña,Spain,2002,2,2
Marcelo Zalayeta,Juventus,Italy,2002,0,1
Louis Saha,Fulham,England,2002,2,2
Giuseppe Signori,Bologna,Italy,2002,5,5
Andrea Pirlo,Milan,Italy,2002,8,8
Bernd Schneider,Leverkusen,Germany,2002,1,3
Robbie Savage,Birmingham City,England,2002,1,1
Juan Sánchez,Valencia,Spain,2002,2,2
Lamine Sakho,Marseille,France,2002,1,1
René Rydlewicz,Hansa Rostock,Germany,2002,1,1
Ismael Ruiz,Racing Sant,Spain,2002,1,3
Éric Roy,Nice,France,2002,0,1
Tomáš Rosický,Dortmund,Germany,2002,0,1
Ronaldo,Real Madrid,Spain,2002,0,1
Ronaldinho,Paris S-G,France,2002,3,4
Juan Román Riquelme,Barcelona,Spain,2002,1,1
Roger,Espanyol,Spain,2002,1,1
Bruno Rodriguez,Ajaccio,France,2002,1,1
Tommaso Rocchi,Empoli,Italy,2002,1,1
Gerardo Rivero,Osasuna,Spain,2002,1,1
Rivaldo,Milan,Italy,2002,0,2
Julio Ricardo Cruz,Bologna,Italy,2002,1,1
Laurențiu Reghecampf,Energie Cottbus,Germany,2002,1,1
Álvaro Recoba,Inter,Italy,2002,1,1
Ratinho,Kaiserslautern,Germany,2002,0,1
Francisco Puñal,Osasuna,Spain,2002,2,2
Gheorghe Popescu,Hannover 96,Germany,2002,0,1
Teddy Sheringham,Tottenham,England,2002,3,3
Antoine Sibierski,Lens,France,2002,3,3
Darío Silva,Málaga,Spain,2002,1,1
Mark Viduka,Leeds United,England,2002,3,3
Juninho Pernambucano,Lyon,France,2002,0,1
Raúl Molina,Recreativo,Spain,2002,1,1
Dušan Petković,Nürnberg,Germany,2002,1,2
Alfonso Pérez,Betis,Spain,2002,2,3
Benoît Pedretti,Sochaux,France,2002,1,1
Juninho Paulista,Middlesbrough,England,2002,0,1
Pauleta,Bordeaux,France,2002,1,4
Marcelinho Paraíba,Hertha BSC,Germany,2002,3,3
Walter Pandiani,Mallorca,Spain,2002,5,5
Marians Pahars,Southampton,England,2002,1,1
Mickaël Pagis,Sochaux,France,2002,1,1
Michael Owen,Liverpool,England,2002,2,4
Nicolás Olivera,Valladolid,Spain,2002,1,1
Javier de Pedro,Real Sociedad,Spain,2002,3,3
Shabani Nonda,Monaco,France,2002,3,3
Aleksandr Mostovoi,Celta Vigo,Spain,2002,0,1
Lars Müller,Nürnberg,Germany,2002,1,1
Jay-Jay Okocha,Bolton,England,2002,1,2
Markus Münch,M'Gladbach,Germany,2002,1,1
Danny Murphy,Liverpool,England,2002,2,2
Adrian Mutu,Parma,Italy,2002,4,4
Shiva N'Zigou,Nantes,France,2002,0,1
Shunsuke Nakamura,Reggina,Italy,2002,5,6
Rubén Navarro,Alavés,Spain,2002,1,2
Babacar N'Diaye,Hannover 96,Germany,2002,1,1
Ruud van Nistelrooy,Manchester Utd,England,2002,9,9
Serginho,Milan,Italy,2002,0,1
Daniel Moreira,Lens,France,2002,0,1
Kevin Phillips,Sunderland,England,2002,1,2
Javi Moreno,Atlético Madrid,Spain,2002,2,2
Ángel Morales,Espanyol,Spain,2002,1,1
Moisés,Sevilla,Spain,2002,1,1
Savo Milošević,Espanyol,Spain,2002,1,1
Omar Milanetto,Modena,Italy,2002,4,5
Siniša Mihajlović,Lazio,Italy,2002,1,3
Johan Micoud,Werder Bremen,Germany,2002,0,1
Kai Michalke,Nürnberg,Germany,2002,0,1
Christophe Meslin,Nice,France,2002,1,1
Gaizka Mendieta,Barcelona,Spain,2002,4,4
Gavin McCann,Sunderland,England,2002,0,1
Florian Maurice,Bastia,France,2002,3,3
Corentin Martins,Strasbourg,France,2002,1,1
Steve Marlet,Fulham,England,2002,1,2
Tomislav Marić,Wolfsburg,Germany,2002,2,2
Zé Maria,Perugia,Italy,2002,5,6
Enzo Maresca,Piacenza,Italy,2002,1,1
Fodé Mansaré,Montpellier,France,2002,1,1
Steed Malbranque,Fulham,England,2002,3,3
Roy Makaay,La Coruña,Spain,2002,3,4
Massimo Maccarone,Middlesbrough,England,2002,2,2
Luizão,Hertha BSC,Germany,2002,1,1
Cristiano Lucarelli,Torino,Italy,2002,0,1
Jorge López,Villarreal,Spain,2002,5,5
Robert Pirès,Arsenal,England,2002,1,1
Gustavo López,Celta Vigo,Spain,2002,0,1
Olivier Monterrubio,Rennes,France,2002,5,5
Peter Luccin,Celta Vigo,Spain,2002,1,2
Alan Shearer,Newcastle Utd,England,2002,2,3
Marco Ferrante,Torino,Italy,2002,2,2
Torsten Frings,Dortmund,Germany,2002,3,3
David Linarès,Troyes,France,2002,0,1
Jean-Michel Lesage,Le Havre,France,2002,0,1
Frank Leboeuf,Marseille,France,2002,2,2
Anthony Le Tallec,Le Havre,France,2002,0,1
Christophe Le Roux,Guingamp,France,2002,2,2
Aitor Larrazábal,Athletic Club,Spain,2002,2,3
Kevin Kurányi,Stuttgart,Germany,2002,0,1
Darko Kovačević,Real Sociedad,Spain,2002,1,2
Harry Koch,Kaiserslautern,Germany,2002,2,2
Patrick Kluivert,Barcelona,Spain,2002,1,1
Miroslav Klose,Kaiserslautern,Germany,2002,3,3
Valeri Karpin,Real Sociedad,Spain,2002,1,1
Paul Devlin,Birmingham City,England,2002,2,2
Mohamed Kallon,Inter,Italy,2002,1,1
Juanfran,Celta Vigo,Spain,2002,0,1
Stern John,Birmingham City,England,2002,1,2
Simone Inzaghi,Lazio,Italy,2002,1,1
Filippo Inzaghi,Milan,Italy,2002,1,2
Vincenzo Iaquinta,Udinese,Italy,2002,1,1
Dario Hübner,Piacenza,Italy,2002,1,4
Bernd Hollerbach,Hamburger SV,Germany,2002,0,1
Mirsad Hibić,Atlético Madrid,Spain,2002,0,1
Thierry Henry,Arsenal,England,2002,4,5
Jérémy Hénin,Le Havre,France,2002,2,2
Tomasz Hajto,Schalke 04,Germany,2002,1,2
Alain Liri,Sedan,France,2002,1,1
Igor Demo,M'Gladbach,Germany,2002,1,1
Ian Harte,Leeds United,England,2002,1,1
Javi Guerrero,Racing Sant,Spain,2002,4,4
Jimmy Floyd Hasselbaink,Chelsea,England,2002,3,3
Robbie Fowler,Manchester City,England,2002,1,1
Pierre-Alain Frau,Sochaux,France,2002,1,2
Alexander Frei,Rennes,France,2002,0,1
Pep Guardiola,Brescia,Italy,2002,1,1
Claudio López,Lazio,Italy,2002,4,4
Nicolas Gillet,Nantes,France,2002,4,4
Jocelyn Gourvennec,Bastia,France,2002,0,1
Nicolas Goussé,Troyes,France,2002,2,2
Luís Figo,Real Madrid,Spain,2002,6,7
Ionel Ganea,Stuttgart,Germany,2002,2,2
David Dunn,Blackburn,England,2002,4,5
Santiago Ezquerro,Athletic Club,Spain,2002,2,2
Jason Euell,Charlton Ath,England,2002,3,4
Samuel Eto'o,Mallorca,Spain,2002,3,3
Stefan Effenberg,Wolfsburg,Germany,2002,1,1
Edu,Celta Vigo,Spain,2002,1,1
Sean Dundee,Stuttgart,Germany,2002,1,1
Dion Dublin,Aston Villa,England,2002,2,3
Didier Drogba,Guingamp,France,2002,1,1
Cristiano Doni,Atalanta,Italy,2002,3,3
David Di Michele,Reggina,Italy,2002,1,1
Paolo Di Canio,West Ham,England,2002,3,3
Marc-Éric Gueï,Montpellier,France,2002,2,2
Fernando,Betis,Spain,2002,3,3
Frédéric Kanouté,West Ham,England,2002,0,1
Martín Cardetti,Paris S-G,France,2002,0,1
Delfí Geli,Alavés,Spain,2002,0,1
Chris Bart-Williams,Charlton Ath,England,2002,1,1
Francesco Cozza,Reggina,Italy,2002,1,1
Fernando Correa,Atlético Madrid,Spain,2002,0,1
Eugenio Corini,Chievo,Italy,2002,5,5
Gonzalo Colsa,Valladolid,Spain,2002,1,2
Saša Ćirić,Nürnberg,Germany,2002,4,5
Thomas Christiansen,Bochum,Germany,2002,1,2
Luis Cembranos,Rayo Vallecano,Spain,2002,2,2
Catanha,Celta Vigo,Spain,2002,1,1
Javier Casquero,Sevilla,Spain,2002,1,1
Danijel Ljuboja,Strasbourg,France,2002,2,3
Benito Carbone,Como,Italy,2002,1,1
Henri Camara,Sedan,France,2002,2,4
Javier Calleja,Villarreal,Spain,2002,1,1
Nicola Caccia,Como,Italy,2002,0,1
Hans-Jörg Butt,Leverkusen,Germany,2002,1,1
Philippe Brunel,Lille,France,2002,1,1
Cristian Brocchi,Milan,Italy,2002,1,1
Ansgar Brinkmann,Arminia,Germany,2002,1,1
Papa Bouba Diop,Lens,France,2002,1,1
Tim Borowski,Werder Bremen,Germany,2002,0,1
Jörg Böhme,Schalke 04,Germany,2002,3,4
Fredi Bobic,Hannover 96,Germany,2002,0,1
Claudio Bellucci,Bologna,Italy,2002,1,1
Carlos Llorens,Alavés,Spain,2002,1,2
Alessandro Del Piero,Juventus,Italy,2002,6,6
David Cubillo,Recreativo,Spain,2002,1,1
Jean-Claude Darcheville,Bordeaux,France,2002,3,3
Teddy Bertin,Strasbourg,France,2002,2,3
James Beattie,Southampton,England,2002,5,5
Mario Bermejo,Recreativo,Spain,2002,0,1
Sergej Barbarez,Hamburger SV,Germany,2002,0,1
Cédric Bardon,Guingamp,France,2002,2,2
Michael Ballack,Bayern Munich,Germany,2002,1,1
Igor Bališ,West Brom,England,2002,1,1
Krasimir Balakov,Stuttgart,Germany,2002,1,1
Ibrahima Bakayoko,Marseille,France,2002,0,1
Roberto Baggio,Brescia,Italy,2002,5,8
Fábio Aurélio,Valencia,Spain,2002,2,3
Óscar Arpón,Recreativo,Spain,2002,0,1
